CategoryID,LocationID,ProductName,CPU_GHz,RAM_GB,Storage_GB,Price,IsDefective
1000,1000,'Dell XPS ',2.6,16,4897,2947.3,0
1000,1005,'Dell XPS ',4.5,15,3358,1014.6,0
1000,1004,'Dell XPS ',3.1,15,3836,2383,0
1000,1003,'Apple MacBook Air M3 (13-inch) ',2.6,7,310,2536.7,0
1001,1000,'Alienware Aurora ',2.9,16,2720,1425.8,0
1000,1007,'Lenovo Yoga',2.4,5,574,727.6,0
1000,1004,'Dell XPS ',3.4,7,1249,2008.9,0
1000,1002,'Lenovo Yoga',2,14,4542,2406.9,0
1001,1003,'Lenovo Yoga',1.2,7,4653,1663.7,0
1000,1003,'Alienware Aurora ',3.9,16,2017,2684,0
1001,1008,'Apple MacBook Air M3 (13-inch) ',4,10,1476,1212.9,0
1000,1008,'Dell XPS ',4.5,11,4467,378.9,0
1001,1008,'Lenovo Yoga',4,14,443,493.4,0
1001,1000,'Dell XPS ',2.5,16,718,2055.7,0
1000,1008,'Apple MacBook Air M3 (13-inch) ',3.8,13,4955,1095.1,0
1000,1000,'Lenovo Yoga',2,15,4643,567.6,0
1001,1008,'Lenovo Yoga',2.4,4,4194,323.5,0
1000,1003,'Apple MacBook Air M3 (13-inch) ',3.4,6,850,1311.3,0
1000,1002,'Apple MacBook Air M3 (13-inch) ',1.8,4,2438,1526.5,0
1001,1008,'Apple MacBook Air M3 (13-inch) ',3.3,5,1459,1035.3,0
1001,1007,'Lenovo Yoga',2.9,9,3463,2234.7,0
1001,1007,'Alienware Aurora ',3.2,15,2323,869,0
1000,1004,'Lenovo Yoga',2.5,6,2127,2492.5,0
1000,1004,'Dell XPS ',2.6,11,524,392.1,0
1000,1009,'Apple MacBook Air M3 (13-inch) ',3.3,6,280,1120.3,0
1000,1007,'Apple MacBook Air M3 (13-inch) ',4.4,7,737,401,0
1000,1002,'Lenovo Yoga',3,15,3769,1078.2,0
1000,1004,'Dell XPS ',4.4,4,824,1974.8,1
1000,1002,'Apple MacBook Air M3 (13-inch) ',3.8,9,1550,641.1,0
1000,1008,'Alienware Aurora ',3.3,16,3276,1260.7,0
1000,1009,'Dell XPS ',2.6,8,3757,1004.1,0
1000,1004,'Apple MacBook Air M3 (13-inch) ',1.8,4,2457,2321.8,0
1001,1008,'Apple MacBook Air M3 (13-inch) ',3.4,7,4733,1814.7,0
1000,1006,'Apple MacBook Air M3 (13-inch) ',2.1,16,656,318.9,0
1000,1008,'Alienware Aurora ',2.1,15,1686,1329.5,0
1001,1004,'Lenovo Yoga',2.3,7,649,2067.8,0
1001,1005,'Apple MacBook Air M3 (13-inch) ',4.7,8,2467,280.9,0
1001,1001,'Lenovo Yoga',2.4,16,2823,2359.2,0
1001,1002,'Alienware Aurora ',4.9,9,25,1043.5,0
1001,1009,'Dell XPS ',2.6,12,3620,1722.9,0
1001,1000,'Lenovo Yoga',4.6,7,1102,663.1,0
1001,1004,'Alienware Aurora ',4.3,9,819,2894.3,0
1001,1006,'Alienware Aurora ',4.2,4,4968,717.4,0
1001,1001,'Dell XPS ',2,8,4528,2795.5,0
1001,1001,'Apple MacBook Air M3 (13-inch) ',4.6,9,4233,1642.3,0
1001,1006,'Apple MacBook Air M3 (13-inch) ',3.6,13,3566,1192.6,0
1001,1001,'Dell XPS ',3.6,16,1835,2811,0
1001,1000,'Dell XPS ',1.7,9,1181,2834.5,0
1001,1002,'Lenovo Yoga',2.8,5,4723,1151.7,0
1000,1003,'Apple MacBook Air M3 (13-inch) ',3.6,8,1116,1638.7,0
1000,1006,'Apple MacBook Air M3 (13-inch) ',2.8,6,1554,1978,0
1001,1003,'Apple MacBook Air M3 (13-inch) ',4.3,10,4407,2737.2,0
1001,1004,'Apple MacBook Air M3 (13-inch) ',2.5,5,3358,1418.1,0
1001,1008,'Dell XPS ',4.3,14,242,1617.7,0
1000,1000,'Dell XPS ',3,10,1754,1543,0
1001,1004,'Dell XPS ',2.9,9,1512,2095.7,0
1001,1006,'Dell XPS ',2.9,5,1887,1274.2,0
1000,1001,'Alienware Aurora ',4.4,11,2471,1882.9,0
1001,1009,'Apple MacBook Air M3 (13-inch) ',3.4,9,124,665.3,0
1000,1009,'Dell XPS ',4.8,6,3032,2855.7,0
1000,1002,'Lenovo Yoga',1.3,11,1385,1144.2,0
1000,1008,'Lenovo Yoga',1,5,3795,203.7,0
1000,1005,'Lenovo Yoga',2,13,4200,2567.3,0
1001,1006,'Alienware Aurora ',1.1,4,1001,1916.3,0
1001,1005,'Dell XPS ',2.1,12,3307,1129,0
1001,1003,'Dell XPS ',2.4,5,1370,2904.9,0
1001,1007,'Alienware Aurora ',1.4,4,2525,925,0
1001,1007,'Alienware Aurora ',3.4,10,4461,2659.4,0
1000,1007,'Lenovo Yoga',2.6,14,1115,612.5,0
1000,1003,'Lenovo Yoga',3.1,11,3821,644.7,0
1000,1007,'Alienware Aurora ',2.8,7,4029,1492,0
1000,1007,'Apple MacBook Air M3 (13-inch) ',1.7,10,2121,711,0
1001,1006,'Alienware Aurora ',3.9,11,3434,1899.5,0
1001,1008,'Apple MacBook Air M3 (13-inch) ',4.3,8,1697,412.8,0
1000,1006,'Dell XPS ',1.3,9,1195,663.7,0
1000,1008,'Alienware Aurora ',2.2,7,1424,2622.9,0
1001,1004,'Dell XPS ',4.9,15,4368,704.7,0
1000,1000,'Dell XPS ',1.1,4,1807,318.9,0
1001,1002,'Dell XPS ',2.3,12,922,694.3,0
1001,1000,'Apple MacBook Air M3 (13-inch) ',3.3,14,4391,1543.9,0
1001,1008,'Alienware Aurora ',3.2,9,794,2320.4,1
1001,1004,'Alienware Aurora ',1.8,10,3777,2159.2,0
1001,1007,'Apple MacBook Air M3 (13-inch) ',1.6,8,2645,863.5,0
1001,1005,'Alienware Aurora ',2.4,11,3510,2047.4,0
1000,1006,'Dell XPS ',4,5,3984,1363.2,0
1000,1008,'Apple MacBook Air M3 (13-inch) ',1.6,15,1916,1910.3,0
1001,1002,'Dell XPS ',4.1,11,3988,2570.4,0
1001,1000,'Alienware Aurora ',2.2,7,4418,1643.8,0
1001,1009,'Alienware Aurora ',4.2,8,2409,2475.6,0
1001,1006,'Alienware Aurora ',2.8,6,1270,2042,0
1000,1002,'Alienware Aurora ',3.5,7,4404,621.9,0
1000,1005,'Lenovo Yoga',1.1,15,2485,894.3,0
1000,1004,'Apple MacBook Air M3 (13-inch) ',2.8,11,4108,1612.5,0
1001,1002,'Dell XPS ',1.6,12,3715,1839.4,0
1000,1007,'Alienware Aurora ',4,12,3641,2738.2,0
1001,1008,'Dell XPS ',4.8,14,1642,1984.7,0
1001,1004,'Lenovo Yoga',4.5,15,2112,2203.9,0
1001,1000,'Lenovo Yoga',3.4,6,3084,2116.9,0
1000,1002,'Alienware Aurora ',2.6,13,3196,2049,0
1001,1002,'Lenovo Yoga',4.9,8,4249,2217.1,0
1001,1008,'Alienware Aurora ',4,14,4594,2240.1,0
1000,1009,'Alienware Aurora ',4.3,6,2521,1472.5,0
1001,1008,'Dell XPS ',2.3,10,31,2863.1,0
1001,1009,'Alienware Aurora ',2.7,6,498,1978.9,0
1000,1005,'Lenovo Yoga',2.3,12,16,2834.8,0
1001,1006,'Lenovo Yoga',1.7,13,2891,2007,0
1001,1008,'Lenovo Yoga',4.6,16,4057,1404.8,0
1001,1008,'Dell XPS ',3.2,14,3818,2196,0
1000,1005,'Alienware Aurora ',4.6,7,1619,2627,0
1001,1001,'Lenovo Yoga',1.6,7,1067,1688.2,0
1001,1009,'Lenovo Yoga',2.5,9,2705,1397.1,0
1000,1006,'Alienware Aurora ',3.3,5,3789,1679.1,0
1001,1007,'Alienware Aurora ',4.5,4,4183,2416.7,0
1000,1001,'Apple MacBook Air M3 (13-inch) ',1.2,7,2529,1095.8,0
1000,1000,'Alienware Aurora ',2.5,5,120,422.8,0
1001,1005,'Lenovo Yoga',1.6,6,165,2030.3,0
1001,1009,'Dell XPS ',3.4,13,2257,2595.7,0
1001,1009,'Dell XPS ',3.1,8,3602,2621.2,0
1000,1003,'Lenovo Yoga',4,6,1192,1564.6,0
1000,1003,'Dell XPS ',2.7,14,4405,1406.5,0
1000,1005,'Apple MacBook Air M3 (13-inch) ',4.9,15,3191,2786.7,0
1000,1005,'Lenovo Yoga',2.8,5,1829,563,0
1000,1006,'Alienware Aurora ',2.5,9,2774,1366.1,0
1000,1002,'Apple MacBook Air M3 (13-inch) ',1.2,11,1081,2445.9,0
1001,1002,'Dell XPS ',4.1,4,2507,2763.4,0
1000,1005,'Alienware Aurora ',2.7,6,1896,678.2,0
1001,1007,'Apple MacBook Air M3 (13-inch) ',2.1,8,3890,1999.8,0
1001,1009,'Alienware Aurora ',3.3,6,2605,2953.9,0
1001,1008,'Apple MacBook Air M3 (13-inch) ',3.9,4,2292,1088,0
1000,1005,'Alienware Aurora ',3,16,3915,264.5,0
1000,1006,'Apple MacBook Air M3 (13-inch) ',4.7,10,3082,772.6,0
1000,1005,'Dell XPS ',1.9,5,2255,1063.2,0
1001,1001,'Apple MacBook Air M3 (13-inch) ',3.1,13,3575,1242.7,0
1000,1000,'Apple MacBook Air M3 (13-inch) ',3,14,4162,202.2,0
1000,1009,'Alienware Aurora ',4.6,12,3445,752.4,0
1001,1001,'Dell XPS ',3.3,15,4080,2206.3,0
1001,1008,'Alienware Aurora ',3.6,15,2455,2557,0
1001,1005,'Dell XPS ',3,4,1951,1734.7,0
1001,1005,'Alienware Aurora ',2.3,12,2124,1934.2,0
1001,1005,'Alienware Aurora ',4,4,350,2682.7,0
1001,1003,'Dell XPS ',4.8,13,4093,436.2,0
1001,1004,'Lenovo Yoga',1.6,14,1000,2541.9,0
1000,1004,'Dell XPS ',2.2,6,790,479.5,0
1000,1006,'Lenovo Yoga',3,12,1082,1945.9,0
1000,1000,'Lenovo Yoga',4.7,10,1322,2834.7,0
1001,1008,'Apple MacBook Air M3 (13-inch) ',2.9,14,2858,1090.8,0
1001,1006,'Apple MacBook Air M3 (13-inch) ',1.1,4,836,2349.8,0
1001,1006,'Alienware Aurora ',4.5,4,2707,637.8,0
1000,1008,'Alienware Aurora ',3.6,4,4323,2522.8,0
1000,1007,'Dell XPS ',2.4,13,1837,2846.4,0
1000,1006,'Lenovo Yoga',2.9,16,3869,1713.4,0
1000,1005,'Apple MacBook Air M3 (13-inch) ',4.1,5,3569,1495.5,0
1000,1001,'Lenovo Yoga',3.5,10,3006,2355.2,0
1001,1004,'Alienware Aurora ',4.3,10,940,2314.6,0
1000,1002,'Lenovo Yoga',2.2,16,2375,1125,0
1001,1009,'Apple MacBook Air M3 (13-inch) ',1.6,11,3171,2114.9,0
1001,1002,'Alienware Aurora ',4.2,13,412,2859.4,0
1000,1000,'Alienware Aurora ',3.9,15,497,2807,0
1001,1007,'Lenovo Yoga',4.4,13,1061,2779.8,0
1000,1000,'Dell XPS ',2,8,2127,2884.7,0
1001,1004,'Apple MacBook Air M3 (13-inch) ',4.9,10,167,2235.9,0
1001,1000,'Dell XPS ',3.4,15,3040,1099.4,0
1000,1003,'Dell XPS ',2.2,9,4140,2281.7,0
1000,1002,'Alienware Aurora ',4.9,14,2680,2167.4,0
1000,1003,'Apple MacBook Air M3 (13-inch) ',3,14,3352,2544.3,0
1001,1005,'Apple MacBook Air M3 (13-inch) ',2.6,13,4839,1774.5,1
1001,1006,'Dell XPS ',3.3,6,2715,696.1,0
1000,1003,'Alienware Aurora ',2.3,12,1239,1944.1,0
1001,1007,'Alienware Aurora ',5,12,392,1267.9,0
1000,1005,'Apple MacBook Air M3 (13-inch) ',2.5,15,2791,2514,0
1000,1008,'Alienware Aurora ',3.4,7,2954,224.6,0
1000,1007,'Apple MacBook Air M3 (13-inch) ',2.3,5,2069,2032.7,0
1000,1002,'Dell XPS ',4.4,10,2713,2653.3,0
1001,1000,'Dell XPS ',2,12,1978,2149.4,0
1001,1000,'Apple MacBook Air M3 (13-inch) ',2.1,8,3620,932.6,1
1000,1007,'Alienware Aurora ',1.2,9,2900,2924.7,0
1001,1003,'Lenovo Yoga',1.9,9,1820,2956.1,0
1000,1001,'Lenovo Yoga',4.1,14,1335,216.7,0
1001,1006,'Alienware Aurora ',4.7,13,4814,1201.4,0
1000,1009,'Apple MacBook Air M3 (13-inch) ',3.5,10,1746,303.1,0
1000,1001,'Apple MacBook Air M3 (13-inch) ',2.5,16,4374,1650,0
1001,1004,'Apple MacBook Air M3 (13-inch) ',4.1,11,900,332,0
1000,1006,'Apple MacBook Air M3 (13-inch) ',3.7,5,1261,2055.6,0
1000,1001,'Alienware Aurora ',4.2,13,4983,753.3,0
1000,1009,'Apple MacBook Air M3 (13-inch) ',2.3,12,4591,532.9,0
1000,1009,'Alienware Aurora ',1.4,13,1312,2344,0
1001,1004,'Lenovo Yoga',2.5,9,1002,1413.1,0
1001,1005,'Lenovo Yoga',3.9,7,3248,2684.8,0
1000,1003,'Lenovo Yoga',4.3,7,944,1558.7,0
1001,1009,'Apple MacBook Air M3 (13-inch) ',4.5,14,1141,1506.3,0
1000,1007,'Apple MacBook Air M3 (13-inch) ',3.8,4,3523,1486.1,0
1001,1009,'Lenovo Yoga',2.8,5,1163,401.2,0
1000,1005,'Lenovo Yoga',1.9,5,3567,1946.5,0
1000,1006,'Alienware Aurora ',3.8,10,4533,1714.6,0
1000,1000,'Apple MacBook Air M3 (13-inch) ',2.2,5,451,1772.2,0
1001,1008,'Alienware Aurora ',3.2,9,4348,1949,0
1001,1001,'Alienware Aurora ',3.7,5,2494,1309.1,0
1001,1007,'Alienware Aurora ',1.9,16,551,2880.4,0
1001,1001,'Alienware Aurora ',2.4,13,3431,531.3,0
1000,1001,'Apple MacBook Air M3 (13-inch) ',1.6,6,1682,2700.4,0
1000,1005,'Alienware Aurora ',1.5,13,3462,768.3,0
1000,1006,'Apple MacBook Air M3 (13-inch) ',1.7,8,770,931.1,0
1000,1002,'Dell XPS ',4.2,4,1551,2626,0
1000,1000,'Alienware Aurora ',2.8,4,3281,642.7,0
1001,1007,'Apple MacBook Air M3 (13-inch) ',3.9,13,4655,687.2,0
1001,1003,'Apple MacBook Air M3 (13-inch) ',1.8,16,4344,1093,0
1001,1009,'Alienware Aurora ',2.6,8,1373,2021.6,0
1000,1006,'Dell XPS ',4.7,14,2277,2373.4,0
1001,1002,'Dell XPS ',4,15,2767,894.8,0
1001,1002,'Lenovo Yoga',1.5,14,3763,530,0
1001,1000,'Alienware Aurora ',4.9,11,973,1982.4,0
1000,1005,'Dell XPS ',4.1,15,2036,1963.2,0
1000,1007,'Apple MacBook Air M3 (13-inch) ',4.6,7,3758,2929.8,0
1000,1008,'Apple MacBook Air M3 (13-inch) ',2.7,11,1858,1970.5,0
1000,1000,'Alienware Aurora ',4,9,1269,1404.1,1
1000,1002,'Alienware Aurora ',3.6,9,3371,2124.9,0
1000,1000,'Alienware Aurora ',1.3,6,2050,1587.3,0
1000,1003,'Alienware Aurora ',4.1,4,4551,711.3,0
1000,1005,'Lenovo Yoga',3,15,1370,1525.1,0
1000,1002,'Alienware Aurora ',3.8,4,2246,1036.9,0
1000,1008,'Lenovo Yoga',1.6,16,1081,738.6,0
1000,1002,'Dell XPS ',2.1,9,69,886.4,0
1001,1008,'Apple MacBook Air M3 (13-inch) ',1.6,6,3782,501.8,0
1000,1009,'Alienware Aurora ',1.6,11,4408,2161.7,0
1001,1005,'Apple MacBook Air M3 (13-inch) ',3,15,546,785.4,0
1001,1005,'Apple MacBook Air M3 (13-inch) ',2.9,4,4979,482.2,1
1000,1002,'Apple MacBook Air M3 (13-inch) ',5,10,1235,2922.3,0
1000,1008,'Lenovo Yoga',1.2,15,1511,1622.9,0
1001,1007,'Alienware Aurora ',1.7,11,1526,1965.7,0
1001,1002,'Alienware Aurora ',1.1,13,1224,428.5,0
1001,1002,'Alienware Aurora ',4.8,11,4903,435.5,0
1001,1009,'Dell XPS ',1.8,16,2822,1099.4,0
1000,1005,'Alienware Aurora ',3.4,12,2172,1179.7,0
1001,1001,'Lenovo Yoga',3.3,8,901,2618.1,1
1000,1004,'Alienware Aurora ',3.5,6,3966,2532.4,0
1000,1000,'Apple MacBook Air M3 (13-inch) ',2.9,15,714,2468.5,0
1001,1005,'Apple MacBook Air M3 (13-inch) ',1.2,9,3459,2243.3,0
1000,1007,'Dell XPS ',1.1,10,2899,860,0
1001,1005,'Apple MacBook Air M3 (13-inch) ',2.5,11,4013,2865.1,0
1000,1006,'Lenovo Yoga',4.2,10,4132,2065.1,1
1001,1002,'Apple MacBook Air M3 (13-inch) ',4.9,5,1205,1872.4,0
1001,1007,'Alienware Aurora ',4.4,8,4218,1409.2,0
1001,1009,'Dell XPS ',3.1,10,1618,846.3,0
1001,1002,'Lenovo Yoga',2.4,4,999,1832.7,0
1001,1004,'Apple MacBook Air M3 (13-inch) ',1.1,13,3577,1638.9,0
1000,1001,'Alienware Aurora ',2.2,6,4973,1805.3,0
1000,1008,'Lenovo Yoga',2.9,6,4511,1607.3,0
1000,1004,'Alienware Aurora ',3.1,8,4676,2309.1,0
1000,1000,'Apple MacBook Air M3 (13-inch) ',1.7,7,4056,1974,0
1000,1007,'Dell XPS ',4.6,5,2343,2388.3,0
1000,1003,'Dell XPS ',2.1,8,2104,626,0
1001,1007,'Apple MacBook Air M3 (13-inch) ',1.2,10,2936,306.8,0
1000,1003,'Alienware Aurora ',4.8,10,2651,711.9,0
1000,1006,'Dell XPS ',3.6,12,3024,316.5,0
1000,1002,'Dell XPS ',1.1,16,840,447.1,0
1001,1001,'Apple MacBook Air M3 (13-inch) ',3.4,16,1025,522.1,0
1001,1006,'Dell XPS ',2.7,14,1845,1231.2,0
1001,1008,'Lenovo Yoga',4.8,8,3970,757.5,0
1000,1001,'Alienware Aurora ',2.3,16,2655,922.8,0
1000,1008,'Dell XPS ',2.9,4,4545,2406.3,0
1001,1007,'Dell XPS ',3,6,1267,1566.6,0
1001,1001,'Dell XPS ',2.8,14,33,534.7,0
1000,1000,'Alienware Aurora ',2.6,13,1081,1491.6,0
1000,1001,'Lenovo Yoga',3.1,10,3619,585.4,0
1000,1000,'Alienware Aurora ',2.1,14,944,2601.2,0
1000,1009,'Dell XPS ',1.5,12,853,2843.5,0
1001,1008,'Lenovo Yoga',3.3,7,2784,2498.6,0
1000,1005,'Lenovo Yoga',4.1,16,309,1236.3,0
1000,1004,'Apple MacBook Air M3 (13-inch) ',1.5,4,49,1363.6,0
1000,1004,'Alienware Aurora ',1.3,10,1761,2729.3,0
1000,1007,'Lenovo Yoga',3.7,13,388,2660.2,0
1000,1002,'Alienware Aurora ',1.6,12,3243,561.2,0
1000,1004,'Alienware Aurora ',1.2,14,587,987.7,0
1000,1008,'Alienware Aurora ',4.2,16,4688,1856.2,0
1001,1005,'Alienware Aurora ',4,8,1069,508.5,0
1001,1009,'Alienware Aurora ',2.6,9,3444,2379.8,0
1001,1001,'Lenovo Yoga',3.9,6,3559,2943.1,0
1000,1009,'Lenovo Yoga',1.1,8,700,530.1,0
1001,1009,'Alienware Aurora ',1.1,5,3629,2251.3,0
1000,1004,'Lenovo Yoga',2.7,11,970,765.2,0
1001,1005,'Apple MacBook Air M3 (13-inch) ',2.5,5,4367,2258.5,0
1000,1009,'Lenovo Yoga',4.9,11,1364,2300.3,0
1000,1009,'Dell XPS ',1,15,4664,963.2,0
1001,1008,'Apple MacBook Air M3 (13-inch) ',2.8,10,2131,2526.7,0
1001,1007,'Dell XPS ',1.8,8,130,1205.9,0
1000,1006,'Dell XPS ',3.4,15,4638,394.9,0
1000,1003,'Alienware Aurora ',4.2,14,2489,1773.3,0
1000,1004,'Dell XPS ',1.1,13,1585,2936,1
1001,1003,'Lenovo Yoga',1.6,5,4675,2029.9,0
1001,1008,'Dell XPS ',4.4,5,1646,1395.9,0
1001,1009,'Dell XPS ',4.6,7,4535,1967.7,0
1001,1004,'Lenovo Yoga',2.1,7,2336,376.4,0
1000,1008,'Apple MacBook Air M3 (13-inch) ',1.2,16,3823,1905,0
1000,1000,'Lenovo Yoga',2.6,7,3830,1372.1,0
1000,1005,'Dell XPS ',3.5,8,4103,663.1,0
1001,1006,'Dell XPS ',4,4,1976,864.3,0
1000,1009,'Apple MacBook Air M3 (13-inch) ',3.6,8,416,2981.2,0
1000,1005,'Lenovo Yoga',1.5,11,2532,1633.7,0
1001,1009,'Lenovo Yoga',3.4,9,4507,1272,0
1000,1000,'Apple MacBook Air M3 (13-inch) ',1.7,13,1943,829.2,0
1000,1007,'Dell XPS ',3.8,13,2539,286.5,0
1000,1005,'Apple MacBook Air M3 (13-inch) ',4.3,8,953,2697.3,0
1001,1006,'Apple MacBook Air M3 (13-inch) ',2.9,15,1909,1825.6,0
1001,1009,'Apple MacBook Air M3 (13-inch) ',1.7,9,3041,2930,0
1001,1007,'Apple MacBook Air M3 (13-inch) ',4.1,11,3428,751.8,0
1001,1000,'Apple MacBook Air M3 (13-inch) ',1.1,16,370,2225.9,0
1001,1008,'Dell XPS ',3.1,16,3146,276.3,0
1001,1005,'Apple MacBook Air M3 (13-inch) ',3.5,11,797,1238.1,0
1001,1009,'Lenovo Yoga',3.9,10,137,1173.2,0
1000,1000,'Lenovo Yoga',2,13,3590,366.6,0
1001,1007,'Alienware Aurora ',4.7,5,75,1931.7,0
1000,1003,'Apple MacBook Air M3 (13-inch) ',1.2,12,921,405.2,0
1001,1009,'Apple MacBook Air M3 (13-inch) ',2.9,14,887,2060.3,1
1000,1004,'Alienware Aurora ',4.3,10,1650,1488.8,0
1000,1002,'Apple MacBook Air M3 (13-inch) ',3.6,8,1934,977.7,0
1000,1007,'Lenovo Yoga',4.8,10,4827,2890,0
1000,1001,'Apple MacBook Air M3 (13-inch) ',4.1,9,2697,382.6,1
1001,1006,'Apple MacBook Air M3 (13-inch) ',3.4,4,3758,1310.1,0
1001,1004,'Lenovo Yoga',3.8,8,4700,2702.5,0
1001,1005,'Dell XPS ',4.6,12,795,730.8,0
1001,1004,'Alienware Aurora ',4.6,11,1219,1182.4,0
1000,1004,'Alienware Aurora ',3.7,13,1303,1286.2,0
1001,1003,'Dell XPS ',3.7,6,579,2117.4,0
1000,1008,'Dell XPS ',1.4,11,3739,2132.4,0
1000,1009,'Apple MacBook Air M3 (13-inch) ',1.8,13,1941,2968.8,0
1001,1000,'Apple MacBook Air M3 (13-inch) ',3.6,14,822,2232.3,0
1001,1007,'Dell XPS ',2.2,7,3802,752.1,0
1001,1000,'Apple MacBook Air M3 (13-inch) ',2,14,3965,2926.4,0
1000,1004,'Apple MacBook Air M3 (13-inch) ',3.6,7,3971,1492.6,1
1000,1009,'Apple MacBook Air M3 (13-inch) ',4.5,7,2491,2623.5,0
1000,1003,'Alienware Aurora ',3.6,9,950,944.5,0
1000,1004,'Apple MacBook Air M3 (13-inch) ',4.1,4,2627,2998.5,0
1001,1008,'Dell XPS ',4.3,5,543,2626.9,0
1001,1000,'Apple MacBook Air M3 (13-inch) ',1.8,15,3704,2343.5,0
1001,1007,'Apple MacBook Air M3 (13-inch) ',4.1,16,958,859.5,0
1001,1009,'Apple MacBook Air M3 (13-inch) ',4.9,15,1235,1282.8,0
1001,1005,'Lenovo Yoga',4.6,11,4115,961.6,0
1001,1009,'Lenovo Yoga',1.7,12,310,1380.7,0
1001,1005,'Alienware Aurora ',1,8,2438,1211.1,0
1001,1006,'Apple MacBook Air M3 (13-inch) ',3.5,11,3756,1977.4,0
1000,1008,'Alienware Aurora ',2.6,10,2973,729.5,0
1001,1009,'Lenovo Yoga',1,9,1562,1073.8,0
1000,1005,'Lenovo Yoga',2.5,6,3980,2999.4,0
1000,1008,'Apple MacBook Air M3 (13-inch) ',2.7,10,4476,2465.6,0
1000,1001,'Dell XPS ',2.2,7,3730,2499.3,0
1000,1000,'Apple MacBook Air M3 (13-inch) ',1.8,4,3245,1327.7,0
1000,1001,'Alienware Aurora ',4.4,15,2562,1796.7,0
1001,1008,'Dell XPS ',4,7,1971,1847.4,0
1001,1002,'Dell XPS ',3.5,15,3707,1064.1,0
1001,1007,'Dell XPS ',4.6,11,3285,1244,0
1000,1007,'Apple MacBook Air M3 (13-inch) ',3.9,5,4705,377.5,0
1001,1003,'Dell XPS ',2.9,7,1944,2243.1,0
1001,1002,'Lenovo Yoga',1.8,15,1053,463.5,0
1001,1001,'Dell XPS ',2.1,15,127,1497.2,0
1001,1008,'Dell XPS ',2.4,16,1143,1542.2,1
1001,1003,'Lenovo Yoga',1.7,7,1825,1046.6,0
1000,1004,'Apple MacBook Air M3 (13-inch) ',4.4,16,468,2528.2,0
1001,1000,'Lenovo Yoga',2.3,11,177,2488.9,0
1000,1005,'Lenovo Yoga',2.6,8,1557,1178.5,0
1001,1007,'Apple MacBook Air M3 (13-inch) ',4.2,14,599,862.8,0
1000,1005,'Dell XPS ',4.6,15,120,1339.8,0
1000,1005,'Apple MacBook Air M3 (13-inch) ',3.4,6,1675,2832.2,0
1001,1007,'Dell XPS ',3.3,13,2076,409,0
1000,1007,'Lenovo Yoga',3,9,1683,1995.6,0
1000,1008,'Dell XPS ',1.5,15,4743,2523.1,0
1000,1007,'Dell XPS ',1.2,13,2445,2240.4,1
1000,1000,'Alienware Aurora ',3.6,5,877,1024.7,0
1001,1008,'Lenovo Yoga',2.6,9,3141,2724.9,0
1001,1004,'Apple MacBook Air M3 (13-inch) ',4.9,10,4925,2435.7,0
1000,1007,'Lenovo Yoga',2.1,4,3154,1230.5,0
1001,1004,'Alienware Aurora ',4.9,4,3429,999.9,0
1000,1000,'Lenovo Yoga',1.3,15,325,655.5,0
1001,1006,'Dell XPS ',3,6,3446,1715.1,0
1000,1002,'Apple MacBook Air M3 (13-inch) ',4,4,3313,1340.7,0
1001,1006,'Alienware Aurora ',1.9,8,142,1521.4,0
1000,1000,'Lenovo Yoga',1.8,6,2330,713.3,0
1000,1004,'Alienware Aurora ',2.1,11,2979,460.7,0
1000,1006,'Dell XPS ',3.5,5,2690,1627,0
1000,1009,'Apple MacBook Air M3 (13-inch) ',3.5,11,462,1760.3,0
1001,1008,'Dell XPS ',4.6,4,3220,2549.6,0
1000,1009,'Apple MacBook Air M3 (13-inch) ',4.4,5,4383,2138,0
1001,1007,'Apple MacBook Air M3 (13-inch) ',4.1,4,3634,2236.8,0
1000,1001,'Alienware Aurora ',1.7,15,3266,676.6,0
1000,1000,'Alienware Aurora ',4.1,13,2587,2521.9,0
1001,1005,'Alienware Aurora ',3.4,13,4958,1718.4,0
1000,1007,'Dell XPS ',2.3,8,602,1199.3,0
1000,1001,'Apple MacBook Air M3 (13-inch) ',1.3,15,4176,2991.9,1
1000,1009,'Lenovo Yoga',1.1,15,4141,540.9,0
1000,1007,'Apple MacBook Air M3 (13-inch) ',2.8,5,3866,1053,0
1001,1000,'Lenovo Yoga',4.5,6,4061,2395.4,0
1000,1002,'Alienware Aurora ',1,11,463,1917.7,0
1001,1003,'Dell XPS ',2.8,6,2116,581.3,0
1000,1002,'Alienware Aurora ',2.1,10,2548,2221.4,0
1001,1001,'Dell XPS ',3.3,8,1494,2995.2,0
1000,1006,'Alienware Aurora ',2.4,4,992,1300.5,0
1001,1003,'Lenovo Yoga',1.1,6,705,2194.7,0
1001,1004,'Dell XPS ',3.1,16,3405,431,0
1001,1009,'Alienware Aurora ',3.1,9,1488,1278.8,0
1001,1003,'Alienware Aurora ',3.1,4,2887,2705.8,0
1001,1009,'Apple MacBook Air M3 (13-inch) ',1.2,14,2957,1632.8,1
1000,1007,'Apple MacBook Air M3 (13-inch) ',2.3,5,1547,2562.2,0
1001,1000,'Lenovo Yoga',1.3,8,1277,2034.3,0
1000,1003,'Apple MacBook Air M3 (13-inch) ',1.3,9,3639,2474.4,0
1000,1006,'Dell XPS ',1.9,7,3002,310.8,0
1000,1009,'Lenovo Yoga',1.8,16,1320,733.8,0
